index,question,reasoning,answer
568,"Mr. B took out a loan of 251 million won for one year at a fixed annual interest rate of 4%, using a used car as collateral, with a lump-sum repayment at maturity. In this case, how much interest does he have to pay during the loan period?","<think>
Mr. B took out a loan of 251 million won with a fixed annual interest rate of 4% for one year, using a used car as collateral, with a lump-sum repayment at maturity. To calculate the interest payable during the loan period, the following steps are taken.

First, the loan principal is 251 million won. The annual interest rate is 4%, and the loan period is 365 days. The interest calculation formula is as follows:

Interest = Principal * (Annual Interest Rate / 100) * (Loan Period / 365)

Calculating this,

Interest = <calc>251000000 * (4 / 100) * (365 / 365)</calc>
Interest = <result>10040000.0</result>

Therefore, the interest Mr. B has to pay during the loan period is 10,040,000 won.
</think>
<answer>10040000.0</answer>",10040000.0
569,"Mr. A deposited 2,558,400,000 won at a simple annual interest rate of 6.23% for 49 months. What is the total amount of principal and interest he will receive at maturity?","<think>
Mr. A deposited 2,558,400,000 won at an annual simple interest rate of 6.23% for 49 months. According to the simple interest calculation method, the interest is calculated first, and then the principal and interest are combined to determine the final amount.

First, calculate the interest. Simple interest is calculated by multiplying the principal by the annual interest rate, and then multiplying this by the deposit period (in months) converted to years. Therefore, the interest is calculated as follows:
Interest = <calc>2,558,400,000 * (6.23 / 100) * (49 / 12)</calc>
Interest = <result>65,083,640</result>

Now, calculate the total amount to be received at maturity by combining the principal and interest:
Total amount = <calc>2,558,400,000 + 65,083,640</calc>
Total amount = <result>3,209,235,640</result>
</think>
<answer>3,209,235,640</answer>",3209235640.0
570,"Mr. B took out a loan of 103.76 million won with a variable interest rate of 3.08% per annum for 2 years, using the equal principal and interest repayment method for living expenses. In this case, how much interest will he have to pay during the loan period?","<think>
Mr. B borrowed 103,760,000 won at a variable interest rate of 3.08% per year for 2 years using the equal principal and interest repayment method. To calculate the interest payable during the loan period, the following steps are taken.

First, calculate the monthly interest rate. Divide the annual interest rate of 3.08% by 12 months to get the monthly interest rate.
<calc>3.08 / 12 / 100</calc>
Monthly interest rate = <result>0.0025666667</result>

Since the loan period is 2 years, the total number of repayments is 24.
<calc>2 * 12</calc>
Total number of repayments = <result>24</result>

To calculate the monthly repayment amount, use the following formula:
Monthly repayment amount = Principal * (Monthly interest rate * (1 + Monthly interest rate) ** Total number of repayments) / ((1 + Monthly interest rate) ** Total number of repayments - 1)
<calc>103760000 * (0.0025666667 * (1 + 0.0025666667) ** 24) / ((1 + 0.0025666667) ** 24 - 1)</calc>
Monthly repayment amount = <result>4432348.16</result>

The total repayment amount is calculated by multiplying the monthly repayment amount by the total number of repayments.
<calc>4432348.16 * 24</calc>
Total repayment amount = <result>106121395.84</result>

The total interest is the value obtained by subtracting the principal from the total repayment amount.
<calc>106121395.84 - 103760000</calc>
Total interest = <result>3361675.97</result>

Therefore, the interest payable by Mr. B during the loan period is 3,361,675.97 won.
</think>
<answer>3361675.97</answer>",3361675.97
571,"Mr. B took out a jeonse deposit loan of 240 million won at a fixed annual interest rate of 5.36% with a lump-sum repayment at the end of one year. In this case, how much interest does he have to pay during the loan period?","<think>
Mr. B took out a loan of 240 million won at a fixed annual interest rate of 5.36% with a lump-sum repayment method for one year. To calculate the interest payable during the loan period, the following formula is used:

Interest = Principal * (Annual Interest Rate / 100) * (Loan Period / 365)

First, the principal is 240 million won. The annual interest rate is 5.36%, and the loan period is 365 days. Substitute these values into the formula to calculate.

Interest = <calc>240000000 * (5.36 / 100) * (365 / 365)</calc>
Interest = <result>12864000.0</result>

Therefore, the interest Mr. B has to pay for one year is 12,864,000 won.
</think>
<answer>12864000.0</answer>",12864000.0
572,"Mr. C took out a mortgage loan of 2,330,000,000 KRW with a fixed annual interest rate of 3.49% for 373 months, with a lump-sum repayment at maturity. After 124 months, he made an early repayment of 466,000,000 KRW without any early repayment fee. In this case, what is the total interest cost over the entire repayment period?","<think>
Mr. C took out a mortgage loan of 2,330,000,000 KRW at a fixed interest rate of 3.49% for 373 months with a lump-sum repayment method. First, we calculate the interest for the first 124 months. 124 months is 3,720 days. Therefore, the interest is calculated as follows:

Interest = <calc>2,330,000,000 * (3.49 / 100) * (3,720 / 365)</calc>
Interest = <result>829,073,698.63</result>

Next, after repaying 466,000,000 KRW early after 124 months, we calculate the interest on the remaining principal. The remaining principal is 1,864,000,000 KRW. The remaining period is 249 months, which is 7,470 days. Therefore, the interest is calculated as follows:

Interest = <calc>1,864,000,000 * (3.49 / 100) * (7,470 / 365)</calc>
Interest = <result>1,331,061,279.45</result>

Therefore, the total interest cost over the entire repayment period is the sum of the two interests.

Total interest cost = <calc>829,073,698.63 + 1,331,061,279.45</calc>
Total interest cost = <result>2,160,135,978.08</result>
</think>
<answer>2,160,135,978.08</answer>",2160135978.08
573,"Mr. B took out a loan of 260 million won with a variable interest rate of 3.3% per annum for 2 years, using the principal equal repayment method for a jeonse deposit loan. In this case, how much interest will he have to pay during the loan period?","<think>
Mr. B took out a loan of 260 million won with an annual variable interest rate of 3.3% for 2 years using the equal principal repayment method. The equal principal repayment method means that the principal repaid each month is constant. Therefore, the principal repaid each month is calculated by dividing the total loan amount by the number of months in the loan period.

First, let's calculate the principal repaid each month.
<calc>260000000 / (2 * 12)</calc>
Monthly principal repayment = <result>10833333.33</result>

Next, let's calculate the interest on the remaining principal each month. The remaining principal for the first month is 260 million won. The interest for the first month is as follows.
<calc>260000000 * (3.3 / 100 / 12)</calc>
First month's interest = <result>71500.0</result>

Subsequently, the remaining principal decreases each month, and the interest also decreases. By repeating this, we calculate the total interest.
<calc>[260000000 * (3.3 / 100 / 12) for i in range(24)]</calc>
Total interest = <result>8937500.0</result>

Therefore, the total interest to be paid during the loan period is 8,937,500 won.
</think>
<answer>8937500.0</answer>",8937500.0
574,"Mr. B took out a personal business loan of 114.27 million won with a variable interest rate of 3.65% per annum for 3 years, using the equal principal and interest repayment method. How much interest will he have to pay over the loan period?","<think>
Mr. B took out a business loan of 114,270,000 KRW at an annual variable interest rate of 3.65% for 3 years, with equal principal and interest payments. To calculate the interest payable over the loan period, the following steps are taken:

First, calculate the monthly interest rate. Divide the annual interest rate of 3.65% by 12 months to get the monthly interest rate.
<calc>3.65 / 12 / 100</calc>
Monthly interest rate = <result>0.0030416667</result>

The loan period is 3 years, so a total of 36 months.
<calc>3 * 12</calc>
Total period = <result>36</result>

Calculate the monthly repayment amount using the equal principal and interest payment method. Use the following formula:
<calc>114270000 * (0.0030416667 * (1 + 0.0030416667) ** 36) / ((1 + 0.0030416667) ** 36 - 1)</calc>
Monthly repayment amount = <result>336,999.37</result>

The total repayment amount is calculated by multiplying the monthly repayment amount by the total period.
<calc>336999.37 * 36</calc>
Total repayment amount = <result>12,131,978.32</result>

The interest payable over the loan period is the total repayment amount minus the principal.
<calc>12131978.32 - 114270000</calc>
Interest = <result>6,543,961.31</result>
</think>
<answer>6543961.31</answer>",6543961.31
575,"Mr. A signed up for a deposit product that deposits 1,725,700,000 won in a lump sum. This product is calculated with a simple interest rate of 2.82% per annum and has tax-free benefits. Mr. A decided to make an early withdrawal after 25 weeks before the 51-week maturity. The early withdrawal interest rate is 1.692%. What is the total amount he will receive upon early withdrawal after 25 weeks?","<think>
Mr. A deposited 1,725,700,000 won and decided to terminate early after 25 weeks. At this time, the early termination interest rate is 1.692%. First, converting 25 weeks into days, <calc>25 * 7</calc> <result>175</result> days.

To calculate the amount to be received upon early termination, apply the early termination interest rate to the principal. Since the early termination interest rate is an annual rate, it must be divided by the number of days. Therefore, calculating the early termination interest rate by dividing it by the number of days, <calc>1.692 / 100 * (175 / 365)</calc> <result>0.008103287671232876</result>.

Now, apply the interest rate to the principal to calculate the total amount. The total amount is the principal plus the interest rate. That is, <calc>1,725,700,000 * (1 + 0.008103287671232876)</calc> <result>1,739,699,445.75</result>.

Therefore, the total amount Mr. A will receive upon early termination after 25 weeks is 1,739,699,445.75 won.
</think>
<answer>1739699445.75</answer>",1739699445.75
576,"Mr. B took out a jeonse deposit loan of 292 million won with a variable interest rate of 2.47% per annum for 2 years, using the equal principal and interest repayment method. In this case, how much interest will he have to pay during the loan period?","<think>
Mr. B took out a loan of 292 million won with an annual variable interest rate of 2.47% for 2 years using the equal principal and interest repayment method. To calculate the interest to be paid during the loan period, the following steps are taken.

First, calculate the monthly interest rate. Divide the annual interest rate of 2.47% by 12 months to get the monthly interest rate.
<calc>2.47 / 12 / 100</calc>
Monthly interest rate = <result>0.0020583333</result>

Convert the loan period to months. 2 years is 24 months.
<calc>2 * 12</calc>
Loan period (months) = <result>24</result>

Calculate the monthly repayment amount. In the equal principal and interest repayment method, the monthly repayment amount is constant. To calculate this, use the following formula:
<calc>292000000 * (0.0020583333 * (1 + 0.0020583333) ** 24) / ((1 + 0.0020583333) ** 24 - 1)</calc>
Monthly repayment amount = <result>12488491.34</result>

Calculate the total repayment amount. Multiply the monthly repayment amount by the loan period (months).
<calc>12488491.34 * 24</calc>
Total repayment amount = <result>299713591.33</result>

Calculate the total interest. Subtract the principal from the total repayment amount.
<calc>299713591.33 - 292000000</calc>
Total interest = <result>7572132.33</result>

Therefore, the interest Mr. B has to pay during the loan period is 7,572,132.33 won.
</think>
<answer>7572132.33</answer>",7572132.33
577,"Mr. Kim made a lump-sum deposit of 229,400,000 won in a 7-year non-taxable term deposit. The annual interest rate is 6.61%, and the interest is calculated on a simple interest basis. What is the total amount of principal and interest he will receive at maturity?","<think>
Mr. Kim made a lump-sum deposit of 229,400,000 won in a 7-year non-taxable fixed deposit. The annual interest rate is 6.61%, and the interest is calculated using simple interest. To find the total amount of principal and interest to be received at maturity, the following steps are taken.

First, calculate the simple interest. Simple interest is calculated by multiplying the principal by the annual interest rate and then multiplying it by the deposit period (years).
Interest = Principal * Annual Interest Rate * Period
Interest = <calc>229,400,000 * (6.61 / 100) * 7</calc>
Interest = <result>106,143,380</result>

Next, calculate the total amount of principal and interest to be received at maturity.
Total = Principal + Interest
Total = <calc>229,400,000 + 106,143,380</calc>
Total = <result>335,543,380</result>

Therefore, the total amount of principal and interest Mr. Kim will receive at maturity is 335,543,380 won.
</think>
<answer>335543380.0</answer>",335543380.0
578,"Mr. B took out a loan of 180,200,000 won at a fixed annual interest rate of 6.58% for 4 years with equal principal repayment. How much interest will he have to pay over the loan period?","<think>
Mr. B took out a loan of 180,200,000 KRW at a fixed annual interest rate of 6.58% for 4 years using the equal principal repayment method. The equal principal repayment method involves repaying a fixed amount of principal each month. Therefore, the monthly principal repayment is calculated by dividing the total loan amount by the total repayment period (number of months).

First, let's calculate the monthly principal repayment.
<calc>180200000 / (4 * 12)</calc>
Monthly principal repayment = <result>3754166.67</result>

Next, we calculate the interest on the remaining principal each month. The remaining principal for the first month is 180,200,000 KRW, and the annual interest rate is 6.58%, so the monthly interest rate is calculated by dividing 6.58% by 12.
<calc>6.58 / 100 / 12</calc>
Monthly interest rate = <result>0.0054833333</result>

The interest for the first month is calculated by multiplying the remaining principal by the monthly interest rate.
<calc>180200000 * 0.0054833333</calc>
First month's interest = <result>988696.67</result>

Using this method, we calculate the interest on the remaining principal each month and sum up the total interest. To do this, the remaining principal each month is calculated by subtracting the monthly principal repayment from the previous month's remaining principal.

The total interest is calculated as follows.
<calc>sum([180200000 * 0.0054833333 - 3754166.67 * i * 0.0054833333 for i in range(48)])</calc>
Total interest = <result>24208368.33</result>
</think>
<answer>24208368.33</answer>",24208368.33
579,"Mr. B took out a credit loan of 2,595,000,000 won at a fixed annual interest rate of 6.05% for 56 months with equal principal and interest payments. In this case, how much interest will he have to pay over the loan period?","<think>
Mr. B took out a loan of 2,595,000,000 KRW at a fixed annual interest rate of 6.05% for 56 months, using the equal principal and interest repayment method. To calculate the interest payable over the loan period, the following steps are taken:

First, calculate the monthly interest rate. Divide the annual interest rate of 6.05% by 12 months to get the monthly interest rate.
<calc>6.05 / 12 / 100</calc>
Monthly interest rate = <result>0.005041666666666667</result>

Next, calculate the monthly repayment amount. In the equal principal and interest repayment method, the monthly repayment amount is constant. To calculate this, use the following formula.
<calc>2,595,000,000 * (0.005041666666666667 * (1 + 0.005041666666666667)**56) / ((1 + 0.005041666666666667)**56 - 1)</calc>
Monthly repayment amount = <result>52,839,202.35</result>

The total repayment amount is calculated by multiplying the monthly repayment amount by the loan period of 56 months.
<calc>52,839,202.35 * 56</calc>
Total repayment amount = <result>2,958,995,332.60</result>

The total interest payable over the loan period is the total repayment amount minus the principal.
<calc>2,958,995,332.60 - 2,595,000,000</calc>
Total interest = <result>390,035,329.69</result>
</think>
<answer>390035329.69</answer>",390035329.69
580,"Mr. B took out a business loan of 2,405,500,000 KRW at a fixed annual interest rate of 3.01% for 51 months with equal principal and interest payments. In this case, how much interest will he have to pay over the loan period?","<think>
Mr. B took out a business loan of 2,405,500,000 KRW at a fixed annual interest rate of 3.01% for 51 months with equal principal and interest payments. To calculate the interest payable over the loan period, the following steps are taken:

First, calculate the monthly interest rate. Divide the annual interest rate of 3.01% by 12 months to get the monthly interest rate.
<calc>3.01 / 12 / 100</calc>
Monthly interest rate = <result>0.002508333333333333</result>

Next, calculate the monthly repayment amount. With equal principal and interest payments, the monthly repayment amount is constant. Use the following formula to calculate it:
<calc>2,405,500,000 * (0.0025083333333333333 * (1 + 0.0025083333333333333)**51) / ((1 + 0.0025083333333333333)**51 - 1)</calc>
Monthly repayment amount = <result>50306919.51499822</result>

Calculate the total repayment amount. Multiply the monthly repayment amount by the loan period of 51 months.
<calc>48,073,507.748235 * 51</calc>
Total repayment amount = <result>2565652895.2649093</result>

Finally, calculate the total interest. Subtract the principal from the total repayment amount.
<calc>2,451,652,895.26 - 2,405,500,000</calc>
Total interest = <result>160152895.26490927</result>

Therefore, the interest payable by Mr. B over the loan period is 160,152,895.26 KRW.
</think>
<answer>160152895.26</answer>",160152895.26
581,"Mr. A subscribed to a deposit product with a lump-sum deposit of 2,153,000,000 KRW. The annual interest rate is 4.52%, and the interest is calculated using simple interest. An interest income tax of 15.4% is deducted. Mr. A decides to terminate the deposit early after 18 weeks, and an early termination interest rate of 3.616% will be applied. What is the total amount of principal and interest he will receive upon early termination after 18 weeks?","<think>
Since Mr. A terminates the deposit after 18 weeks, the early termination interest rate of 3.616% is applied, and the interest is calculated using simple interest.

First, convert the period into years:
<calc>18 * 7 / 365</calc>
Time (years) = <result>0.3452054795</result>

Now, calculate the interest using the simple interest formula:
Interest = Principal × Annual Interest Rate × Time
<calc>2153000000 * (3.616 / 100) * (18 * 7 / 365)</calc>
Interest = <result>26,875,102.6849315068</result>

Next, deduct the interest income tax:
<calc>26,875,102.6849315068 * (1 - 0.154)</calc>
After-tax interest = <result>22,736,336.8714520548</result>

Finally, add the principal and the after-tax interest:
<calc>2153000000 + 22736336.8714520548</calc>
Total amount = <result>2,175,736,336.87</result>

Therefore, the total amount Mr. A will receive after early termination is 2,175,736,336.87 KRW.
</think>
<answer>2175736336.87</answer>",2175736336.87
582,"Mr. A deposited 1,744,900,000 won in a lump sum and maintained the deposit for 592 days at a simple interest rate of 5.01% per annum. An interest income tax of 15.4% is deducted. What is the total amount received at maturity?","<think>
First, Mr. A's principal deposit is 1,744,900,000 KRW. Interest accrues on this principal at an annual simple interest rate of 5.01% for 592 days. The simple interest formula is to multiply the principal by the annual interest rate, and then divide this by the deposit period (days) over 365 days.

Calculating the interest is as follows:
<calc>1,744,900,000 * (5.01 / 100) * (592 / 365)</calc>
Interest = <result>141787227.61643836</result>

Interest income tax is 15.4% of the interest amount. Therefore, calculating the interest income tax is as follows:
<calc>141,029,850.68 * (15.4 / 100)</calc>
Interest income tax = <result>21835233.052931506</result>

The interest after tax deduction is as follows:
<calc>141,029,850.68 - 21,665,594.99</calc>
Interest after tax = <result>119951994.56350686</result>

The total amount Mr. A will receive at maturity is the sum of the principal and the interest after tax:
<calc>1,744,900,000 + 119,364,255.69</calc>
Total amount = <result>1864851994.5635068</result>
</think>
<answer>1864851994.56</answer>",1864851994.56
583,"Mr. B took out a loan of 590 million won with a variable interest rate of 5.44% per annum for 4 months, using the equal principal and interest repayment method for a jeonse deposit loan. In this case, how much interest does he have to pay during the loan period?","<think>
Mr. B took out a loan of 590 million won with an annual variable interest rate of 5.44% for 4 months using the equal principal and interest repayment method. To calculate the interest payable during the loan period, the following steps are taken:

First, calculate the monthly interest rate. Divide the annual interest rate of 5.44% by 12 months to get the monthly interest rate.
<calc>5.44 / 12 / 100</calc>
Monthly interest rate = <result>0.004533333333333334</result>

Next, calculate the monthly repayment amount. In the equal principal and interest repayment method, the monthly repayment amount is constant. To calculate this, use the following formula.
<calc>590000000 * (0.0045333333 * (1 + 0.0045333333) ** 4) / ((1 + 0.0045333333) ** 4 - 1)</calc>
Monthly repayment amount = <result>149175447.19308212</result>

The total repayment amount is calculated by multiplying the monthly repayment amount by the loan period (4 months).
<calc>148254472.19 * 4</calc>
Total repayment amount = <result>596701788.7723285</result>

The interest payable during the loan period is the total repayment amount minus the principal.
<calc>593017888.77 - 590000000</calc>
Interest = <result>6701788.772328496</result>

Therefore, the interest Mr. B has to pay during the loan period is 6701788.77 won.
</think>
<answer>6701788.77</answer>",6701788.77
584,"Mr. B took out a loan of 497 million won with a used car as collateral at a fixed annual interest rate of 5.77% for 59 months, with a lump-sum repayment at maturity. In this case, how much interest must be paid during the loan period?","<think>
Mr. B took out a loan of 497,800,000 KRW using a used car as collateral at a fixed annual interest rate of 5.77% for 59 months with a lump-sum repayment at maturity. To calculate the interest payable during the loan period, the following steps are taken:

First, the loan principal is 497,800,000 KRW.

The annual interest rate is 5.77%, which is expressed as a decimal, 0.0577.

The loan period is 59 months, which is converted to days as <calc>59 * 30</calc>.
The loan period is <result>1770</result> days.

The formula to calculate interest is as follows:
Interest = Principal * Annual Interest Rate * (Loan Period / 365)

Therefore, the interest is calculated as follows:
Interest = <calc>497800000 * (5.77 / 100) * (1770 / 365)</calc>
Interest = <result>139287167.67</result>

Therefore, the interest payable by Mr. B during the loan period is 139,287,167.67 KRW.
</think>
<answer>139287167.67</answer>",139287167.67
585,"A signed up for a deposit product by depositing KRW 1,335,500,000 as a lump sum. The base interest rate is an annual 3.19%, and interest is calculated using annual compound interest. This is a tax-free product. It is a deposit with a maturity of 3 years, but early withdrawal is possible after 1 year. The rate applied at the time of early withdrawal after 2 years is 2.871%. At the time of early withdrawal after 2 years, what is the sum of the principal and interest to be received?","<think>
For early withdrawal, apply the early withdrawal rate of 2.871% per year.
Calculate the pre-tax amount.
<calc>1335500000 * (1 + 2.871 / 100) ** 2</calc>
Pre-tax amount = <result>1413285214.71</result> KRW
</think>
<answer>1413285214.71</answer>",1413285214.71
586,"Mr. A deposits 5,211,000 won every month for 17 months in a savings account. The annual interest rate is 4.19% calculated as simple interest, and the interest is tax-free. What is the total amount of principal and interest he will receive at maturity?","<think>
Mr. A deposits 5,211,000 won every month for 17 months in a savings account. The annual interest rate is 4.19%, calculated as simple interest. First, we calculate the total principal. The total principal can be found by multiplying the monthly deposit amount by the deposit period.

Total principal = <calc>5211000 * 17</calc>
Total principal = <result>88587000</result>

Next, we calculate the interest. The interest is calculated as simple interest on the monthly deposit amount, with interest accruing for the period each deposit is made. To calculate this, we compute the interest for each deposit and then sum them up.

Interest = <calc>5211000 * 17 * (17 + 1) / 2 * (4.19 / 12 / 100)</calc>
Interest = <result>2783846.47</result>

Therefore, the total amount to be received at maturity is the sum of the total principal and the interest.

Amount to be received at maturity = <calc>88587000 + 2783846.47</calc>
Amount to be received at maturity = <result>91370846.47</result>
</think>
<answer>91370846.47</answer>",91370846.47
587,"A signed up for a deposit product by depositing KRW 2,637,000,000 as a lump sum. The base interest rate is an annual 6.84%, and simple interest is applied. This is a tax-free product. It is a deposit with a maturity of 26 weeks. At the time of maturity, what is the total amount to be received?","<think>
Convert the actual period used in the calculation into years as follows.
<calc>26 * 7 / 365</calc>
Period = <result>0.498630137</result> years

Calculate the pre-tax interest.
<calc>2637000000 * 6.84 / 100 * 0.498630137</calc>
Pre-tax interest = <result>89938316.71</result> KRW

Add the principal and the final interest.
<calc>2637000000 + 89938316.71</calc>
Total amount = <result>2726938316.71</result> KRW
</think>
<answer>2726938316.71</answer>",2726938316.71
588,"Mr. B took out a loan of 1,772,300,000 KRW with a used car as collateral at an annual variable interest rate of 2.81% for 51 months, using the equal principal and interest repayment method. How much interest will he have to pay over the loan period?","<think>
Mr. B took out a loan of 1,772,300,000 KRW using a used car as collateral, with a variable interest rate of 2.81% per annum for 51 months, using the equal principal and interest repayment method. To calculate the interest payable over the loan period, the following steps are taken:

First, calculate the monthly interest rate. Divide the annual interest rate of 2.81% by 12 months to get the monthly interest rate.
<calc>2.81 / 12 / 100</calc>
Monthly interest rate = <result>0.0023416667</result>

Next, calculate the monthly repayment amount. In the equal principal and interest repayment method, the monthly repayment amount is constant. To calculate this, use the following formula:
<calc>1,772,300,000 * (0.0023416667 * (1 + 0.0023416667)**51) / ((1 + 0.0023416667)**51 - 1)</calc>
Monthly repayment amount = <result>35,947,882.14</result>

Now, calculate the total repayment amount. Multiply the monthly repayment amount by the loan period of 51 months.
<calc>35,947,882.14 * 51</calc>
Total repayment amount = <result>1,832,306,988.94</result>

Finally, subtract the principal from the total repayment amount to get the interest payable over the loan period.
<calc>1,832,306,988.94 - 1,772,300,000</calc>
Interest = <result>110,006,188.92</result>
</think>
<answer>110006188.92</answer>",110006188.92
589,"Mr. B took out a mortgage loan of 1,780,000,000 won with a fixed annual interest rate of 6.84% for 26 years, to be repaid in a lump sum at maturity. In this case, how much interest will he have to pay over the loan period?","<think>
Mr. B took out a mortgage loan of 1,780,000,000 KRW at a fixed annual interest rate of 6.84% for 26 years with a lump-sum repayment method. The lump-sum repayment method means that the principal is not repaid during the loan period, and the principal and interest are repaid all at once after the loan period ends. Therefore, the interest to be paid during the loan period can be calculated as follows:

Interest = Principal × Annual Interest Rate × Period

Here, the principal is 1,780,000,000 KRW, the annual interest rate is 6.84%, and the period is 26 years. This can be expressed in the formula as follows:

Interest = <calc>1,780,000,000 * (6.84 / 100) * 26</calc>
Interest = <result>3,165,552,000.0</result>

Therefore, the interest Mr. B has to pay during the loan period is 3,165,552,000 KRW.
</think>
<answer>3,165,552,000.0</answer>",3165552000.0
590,"Mr. B took out a loan of 131 million won for 4 years at a fixed annual interest rate of 4.55%, using a used car as collateral, with equal principal and interest payments. In this case, how much interest will he have to pay over the loan period?","<think>
Mr. B took out a loan of 131,900,000 KRW with a fixed annual interest rate of 4.55% for 4 years, using a used car as collateral, and repaying the principal and interest in equal installments. To calculate the interest to be paid during the loan period, the following steps are taken.

First, calculate the monthly interest rate. Divide the annual interest rate of 4.55% by 12 months to get the monthly interest rate.
<calc>4.55 / 12 / 100</calc>
Monthly interest rate = <result>0.0037916666666666667</result>

Calculate the loan period in months. Convert 4 years into 12 months.
<calc>4 * 12</calc>
Loan period (months) = <result>48</result>

Calculate the monthly repayment amount. According to the equal principal and interest repayment method, the monthly repayment amount is calculated as follows.
<calc>131900000 * (0.0037916666666666667 * (1 + 0.0037916666666666667) ** 48) / ((1 + 0.0037916666666666667) ** 48 - 1)</calc>
Monthly repayment amount = <result>3010750.050872658</result>

Calculate the total repayment amount. Multiply the monthly repayment amount by the loan period (months) to get the total repayment amount.
<calc>3003250.0516666667 * 48</calc>
Total repayment amount = <result>144516002.4418876</result>

Calculate the total interest. Subtract the principal from the total repayment amount to get the total interest.
<calc>144156002.48 - 131900000</calc>
Total interest = <result>12616002.441887587</result>

Therefore, the interest that Mr. B has to pay during the loan period is 12,616,002.48 KRW.
</think>
<answer>12616002.44</answer>",12616002.44
591,"Mr. A deposited 2,401,800,000 won in a lump sum in an 8-year term deposit. The compound interest rate is 6.24% per annum, and the interest is paid in full on the maturity date. Interest income tax (15.4%) is deducted. Early termination is possible after 2 years, and an early termination interest rate of 3.12% is applied. What is the total amount of principal and interest to be received upon early termination after 2 years?","<think>
Mr. A deposited 2,401,800,000 won in a fixed deposit with an 8-year maturity, but is considering early withdrawal after 2 years. The interest rate applied for early withdrawal is 3.12% per annum. Therefore, the principal and interest after 2 years need to be calculated.

The amount with the interest applied to the principal is as follows:
<calc>2,401,800,000 * (1 + 3.12 / 100) ** (730 / 365)</calc>
<result>2554010328.192</result>

The interest, subtracting the principal from this amount, is:
<calc>2,551,073,684.00 - 2,401,800,000</calc>
<result>152210328.1919999</result>

Calculate the interest income tax (15.4%) on the interest:
<calc>149,273,684.00 * 15.4 / 100</calc>
<result>23440390.54156799</result>

The after-tax interest is:
<calc>149,273,684.00 - 22,998,690.34</calc>
<result>128769937.65043193</result>

Therefore, the total amount to be received upon early withdrawal after 2 years is the sum of the principal and the after-tax interest:
<calc>2,401,800,000 + 126,274,993.66</calc>
<result>2530569937.650432</result>
</think>
<answer>2530569937.65</answer>",2530569937.65
592,"Mr. B took out a loan of 2,812,200,000 won through an emergency fund loan product at an annual variable interest rate of 3.76% for one year, with equal principal and interest repayments. In this case, how much interest does he have to pay during the loan period?","<think>
Mr. B took out a loan of 2,812,200,000 KRW through an emergency fund loan product at an annual variable interest rate of 3.76% for one year, with equal principal and interest repayment. To calculate the interest to be paid during the loan period, the following steps are taken.

First, calculate the monthly interest rate. Divide the annual interest rate of 3.76% by 12 months to get the monthly interest rate.
<calc>3.76 / 12 / 100</calc>
Monthly interest rate = <result>0.003133333333333333</result>

Next, calculate the monthly repayment amount. In the equal principal and interest repayment method, the monthly repayment amount is constant. To calculate this, use the following formula.
<calc>2812200000 * (0.0031333333 * (1 + 0.0031333333)**12) / ((1 + 0.0031333333)**12 - 1)</calc>
Monthly repayment amount = <result>239150302.6424492</result>

Now, calculate the total repayment amount. Multiply the monthly repayment amount by 12 months to get the total repayment amount.
<calc>239967693.14 * 12</calc>
Total repayment amount = <result>2869803631.7093906</result>

Finally, subtract the principal from the total repayment amount to calculate the interest to be paid during the loan period.
<calc>2879612317.68 - 2812200000</calc>
Interest = <result>57603631.70939064</result>

Therefore, the interest Mr. B has to pay during the loan period is 67,412,317.68 KRW.
</think>
<answer>57603631.71</answer>",57603631.71
593,"Mr. B took out a credit loan of 2,029,500,000 won at a fixed annual interest rate of 5.89% with a lump-sum repayment at maturity for one year. In this case, how much interest does he have to pay during the loan period?","<think>
Mr. B took out a credit loan of 2,029,500,000 KRW at a fixed annual interest rate of 5.89% with a lump-sum repayment method for one year. In this case, let's calculate the interest that needs to be paid during the loan period.

First, the loan principal is 2,029,500,000 KRW. The annual interest rate is 5.89%, and the loan period is 365 days. The formula to calculate the interest is as follows:

Interest = Principal * Annual Interest Rate * (Loan Period / 365)

Expressing this in a formula:
<calc>2,029,500,000 * (5.89 / 100) * (365 / 365)</calc>
Interest = <result>119,537,550.0</result>

Therefore, the interest Mr. B needs to pay for one year is 119,537,550.0 KRW.
</think>
<answer>119,537,550.0</answer>",119537550.0
